"","...1","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","fo_grupo","fs_grupo"
"90",90,90,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",4,2017-12-15,2018-03-15,"17/18",0.2,1,2,2,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"91",91,91,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",4,2017-12-15,2018-03-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,0.2,0.8,1.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,1,4
"92",92,92,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2017-12-15,2018-03-15,"17/18",0.8,2.5,5.5,NA,NA,NA,NA,NA,NA,0.1,0.8,2,4.5,4.5,4.5,NA,NA,NA,NA,NA,2,3
"93",93,93,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",4,2017-12-15,2018-03-15,"17/18",1,3.5,6,NA,NA,NA,NA,NA,NA,0.2,1,1.5,3,3,3,NA,NA,NA,NA,NA,2,4
"94",94,94,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2017-12-15,2018-03-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,1.5,2,2,2,NA,NA,NA,NA,1,1
"95",95,95,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",4,2017-12-15,2018-03-15,"17/18",2.5,7,8.5,NA,NA,NA,NA,NA,NA,0.1,0.8,1,3.5,5,7.5,7.5,7.5,NA,NA,NA,2,3
"96",96,96,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2017-12-15,2018-03-15,"17/18",0.2,1,3.5,NA,NA,NA,NA,NA,NA,0.2,0.8,1.5,3,4,4,4,NA,NA,NA,NA,1,3
"97",97,97,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2017-12-15,2018-03-15,"17/18",1.5,4,5,NA,NA,NA,NA,NA,NA,0.1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"98",98,98,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2017-12-15,2018-03-15,"17/18",0.2,1,2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"99",99,99,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2017-12-15,2018-03-15,"17/18",1.5,2.5,5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,2,1
"100",100,100,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",4,2017-12-15,2018-03-15,"17/18",2.5,7.5,8.5,NA,NA,NA,NA,NA,NA,0.2,1,2.5,4,6,6.5,7,NA,NA,NA,NA,2,3
"101",101,101,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",4,2017-12-15,2018-03-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"102",102,102,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FS 305","calima",4,2017-12-15,2018-03-15,"17/18",0.1,0.8,2,2,NA,NA,NA,NA,NA,0.6,1,1,2.5,4,6.5,6.5,6.5,NA,NA,NA,1,3
"103",103,103,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",4,2017-12-15,2018-03-15,"17/18",1,3,4.5,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.8,0.8,2,2,2,NA,NA,NA,2,1
"104",104,104,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2017-12-15,2018-03-15,"17/18",0.2,0.8,2.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,1,1
"105",105,105,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2017-12-15,2018-03-15,"17/18",0.2,0.8,0.8,1,NA,NA,NA,NA,NA,0.1,0.8,1.5,3,4,4,4,NA,NA,NA,NA,3,3
"106",106,106,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2017-12-15,2018-03-15,"17/18",0.2,1,2,NA,NA,NA,NA,NA,NA,0.1,0.5,1,1,1,NA,NA,NA,NA,NA,NA,1,1
"107",107,107,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2017-12-15,2018-03-15,"17/18",1.5,3.5,4.5,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"108",108,108,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",1,2019-12-17,2020-03-16,"18/19",0.5,0.5,0.5,0.8,1.5,1.5,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,3,1
"109",109,109,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.8,1,1,1,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"110",110,110,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2019-12-17,2020-03-16,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,3,1
"111",111,111,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"112",112,112,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"113",113,113,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",1,2019-12-17,2020-03-16,"18/19",4,6,6,7,7,8.5,NA,NA,NA,0.2,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,2,1
"114",114,114,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",1,2019-12-17,2020-03-16,"18/19",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"115",115,115,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"116",116,116,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"117",117,117,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"118",118,118,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",1,2019-12-17,2020-03-16,"18/19",1,1.5,2,3,4,4,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"119",119,119,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"120",120,120,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Nuance","ra",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"121",121,121,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",1,2019-12-17,2020-03-16,"18/19",0.5,0.5,0.5,0.8,0.8,0.8,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"122",122,122,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",1,2019-12-17,2020-03-16,"18/19",1.5,2,2.5,3,3,4,NA,NA,NA,0.1,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,1
"123",123,123,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2019-12-17,2020-03-16,"18/19",0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"124",124,124,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"125",125,125,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"126",126,126,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,2019-12-17,2020-03-16,"18/19",0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"127",127,127,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",1,2019-12-17,2020-03-16,"18/19",0.2,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,0.3,0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,3,1
"128",128,128,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",1,2019-12-17,2020-03-16,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,0.1,0.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3,1
"129",129,129,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"130",130,130,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2019-12-17,2020-03-16,"18/19",0.5,0.8,1,1,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,3,1
"131",131,131,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",1,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"132",132,132,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"133",133,133,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.4,0.4,0.4,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"134",134,134,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Branco 02","b",1,2019-12-17,2020-03-16,"18/19",0.7,1,1.5,2,3,3,NA,NA,NA,0.5,0.8,1,1,NA,NA,NA,NA,NA,NA,NA,1,1
"135",135,135,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-013","chc",1,2019-12-17,2020-03-16,"18/19",0.4,0.4,0.8,1,1,1,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"136",136,136,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-015","chc",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.5,0.8,0.8,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"137",137,137,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"138",138,138,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Preto 04","p",1,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"139",139,139,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Preto 04","p",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"140",140,140,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"141",141,141,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2019-12-17,2020-03-16,"18/19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,3,1
"142",142,142,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",2,2019-12-17,2020-03-16,"18/19",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"143",143,143,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",2,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"144",144,144,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2019-12-17,2020-03-16,"18/19",0.4,0.4,0.4,0.8,0.8,0.8,NA,NA,NA,0.1,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"145",145,145,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-013","chc",2,2019-12-17,2020-03-16,"18/19",0.5,1,2,3,3,3,NA,NA,NA,0.1,0.1,0.1,0.5,0.5,NA,NA,NA,NA,NA,NA,1,1
"146",146,146,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,1,1
"147",147,147,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"148",148,148,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",2,2019-12-17,2020-03-16,"18/19",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"149",149,149,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"150",150,150,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.4,0.5,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"151",151,151,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",2,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"152",152,152,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",2,2019-12-17,2020-03-16,"18/19",0.3,0.3,0.3,0.5,0.5,0.5,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"153",153,153,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",2,2019-12-17,2020-03-16,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"154",154,154,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"155",155,155,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"156",156,156,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",2,2019-12-17,2020-03-16,"18/19",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"157",157,157,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"158",158,158,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2019-12-17,2020-03-16,"18/19",0.3,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"159",159,159,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Nuance","ra",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"160",160,160,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"161",161,161,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-015","chc",2,2019-12-17,2020-03-16,"18/19",0.8,1,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"162",162,162,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"163",163,163,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.5,0.5,0.5,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"164",164,164,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2019-12-17,2020-03-16,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"165",165,165,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Branco 02","b",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,1,1
"166",166,166,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"167",167,167,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",2,2019-12-17,2020-03-16,"18/19",0.5,0.5,0.5,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"168",168,168,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"169",169,169,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",2,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"170",170,170,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",3,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"171",171,171,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",3,2019-12-17,2020-03-16,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"172",172,172,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",3,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"173",173,173,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-015","chc",3,2019-12-17,2020-03-16,"18/19",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,3,1
"174",174,174,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.5,0.5,0.5,NA,NA,NA,NA,0.1,0.1,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,3,1
"175",175,175,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,1,1
"176",176,176,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Branco 02","b",3,2019-12-17,2020-03-16,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,3,1
"177",177,177,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",3,2019-12-17,2020-03-16,"18/19",0.8,0.8,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"178",178,178,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",3,2019-12-17,2020-03-16,"18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
